starting worker pid=6936 on localhost:11314 at 04:10:41.364
starting worker pid=8120 on localhost:11314 at 04:10:41.795
starting worker pid=2460 on localhost:11314 at 04:10:42.055
starting worker pid=6044 on localhost:11314 at 04:10:42.472

011-E164-034WL Progress 0 % 
  localhost:11314  6044 : Re 200 AoA -8 4:10:48 AM | File Data Loaded
                 --------------------------------------------------------------- 
  localhost:11314  6936 : Re 200 AoA -2 4:10:48 AM | File Data Loaded
                 --------------------------------------------------------------- 
  localhost:11314  2460 : Re 200 AoA -6 4:10:48 AM | File Data Loaded
                 --------------------------------------------------------------- 
  localhost:11314  8120 : Re 200 AoA -4 4:10:48 AM | File Data Loaded
                 --------------------------------------------------------------- 
  localhost:11314  6044 : Re 200 AoA -8 4:10:48 AM | Aerofoil Coordinates Calculated 
  localhost:11314  6936 : Re 200 AoA -2 4:10:48 AM | Aerofoil Coordinates Calculated 
  localhost:11314  2460 : Re 200 AoA -6 4:10:48 AM | Aerofoil Coordinates Calculated 
  localhost:11314  8120 : Re 200 AoA -4 4:10:48 AM | Aerofoil Coordinates Calculated 
  localhost:11314  6936 : Re 200 AoA -2 4:10:55 AM | Aerofoil Surface Values Plotted 
  localhost:11314  6044 : Re 200 AoA -8 4:10:55 AM | Aerofoil Surface Values Plotted 
  localhost:11314  2460 : Re 200 AoA -6 4:10:55 AM | Aerofoil Surface Values Plotted 
  localhost:11314  8120 : Re 200 AoA -4 4:10:55 AM | Aerofoil Surface Values Plotted 
  localhost:11314  6044 : Re 200 AoA -8 4:11:22 AM | Aerofoil Surface Interpolation Calculated 
  localhost:11314  2460 : Re 200 AoA -6 4:11:22 AM | Aerofoil Surface Interpolation Calculated 
  localhost:11314  8120 : Re 200 AoA -4 4:11:23 AM | Aerofoil Surface Interpolation Calculated 
  localhost:11314  6936 : Re 200 AoA -2 4:11:23 AM | Aerofoil Surface Interpolation Calculated 
  localhost:11314  6044 : Re 200 AoA -8 4:11:24 AM | Aerofoil Cp and Vort Plotted 
  localhost:11314  2460 : Re 200 AoA -6 4:11:24 AM | Aerofoil Cp and Vort Plotted 
  localhost:11314  8120 : Re 200 AoA -4 4:11:25 AM | Aerofoil Cp and Vort Plotted 
  localhost:11314  6936 : Re 200 AoA -2 4:11:25 AM | Aerofoil Cp and Vort Plotted 
  localhost:11314  6044 : Re 200 AoA -8 4:12:17 AM | Interpolation on Normals to Surface Calculated 
  localhost:11314  2460 : Re 200 AoA -6 4:12:17 AM | Interpolation on Normals to Surface Calculated 
  localhost:11314  8120 : Re 200 AoA -4 4:12:18 AM | Interpolation on Normals to Surface Calculated 
  localhost:11314  6936 : Re 200 AoA -2 4:12:18 AM | Interpolation on Normals to Surface Calculated 
  localhost:11314  6044 : Re 200 AoA -8 4:12:25 AM | Interpolation on Normals to Surface Plotted 
  localhost:11314  2460 : Re 200 AoA -6 4:12:25 AM | Interpolation on Normals to Surface Plotted 
  localhost:11314  8120 : Re 200 AoA -4 4:12:26 AM | Interpolation on Normals to Surface Plotted 
  localhost:11314  6936 : Re 200 AoA -2 4:12:26 AM | Interpolation on Normals to Surface Plotted 
  localhost:11314  6936 : Re 200 AoA -2 4:24:19 AM | Boundary Layers Calculated 
  localhost:11314  6936 : Re 200 AoA -2 4:24:38 AM | Boundary Layers Plotted 
  localhost:11314  6936 : Re 200 AoA -2 4:27:33 AM | Velocity Profiles Calculated 
  localhost:11314  6936 : Re 200 AoA -2 4:27:56 AM | Velocity Profiles Plotted 
  localhost:11314  6936 : Re 200 AoA -2 4:27:59 AM | Completed:  7.28714752197266 Mb 
  localhost:11314  8120 : Re 200 AoA -4 4:29:12 AM | Boundary Layers Calculated 
  localhost:11314  8120 : Re 200 AoA -4 4:29:22 AM | Boundary Layers Plotted 
  localhost:11314  2460 : Re 200 AoA -6 4:31:11 AM | Boundary Layers Calculated 
  localhost:11314  2460 : Re 200 AoA -6 4:31:15 AM | Boundary Layers Plotted 
  localhost:11314  6044 : Re 200 AoA -8 4:32:01 AM | Boundary Layers Calculated 
  localhost:11314  6044 : Re 200 AoA -8 4:32:05 AM | Boundary Layers Plotted 
  localhost:11314  8120 : Re 200 AoA -4 4:32:40 AM | Velocity Profiles Calculated 
  localhost:11314  8120 : Re 200 AoA -4 4:32:44 AM | Velocity Profiles Plotted 
  localhost:11314  8120 : Re 200 AoA -4 4:32:45 AM | Completed:  7.28497314453125 Mb 
