                        t                     Fp_x                  Fvisc_x                 Ftotal_x                     Fp_y                  Fvisc_y                 Ftotal_y
  0.50000000000000037E-01  0.29935780431401932E+00  0.63157263322854718E+00  0.93093043754256644E+00  0.75155029507954318E+00 -0.18098388244796401E+00  0.57056641263157915E+00
  0.10000000000000007E+00  0.24537411583153093E+00  0.42169405709494745E+00  0.66706817292647835E+00  0.66170099375950531E+00 -0.11673256707948701E+00  0.54496842668001833E+00
  0.15000000000000011E+00  0.23062405706964420E+00  0.34354240478080966E+00  0.57416646185045384E+00  0.64379921872223045E+00 -0.91292831914477235E-01  0.55250638680775321E+00
  0.20000000000000015E+00  0.22521012983384567E+00  0.30013335836110727E+00  0.52534348819495291E+00  0.64120180767066515E+00 -0.76427080578445952E-01  0.56477472709221921E+00
  0.25000000000000017E+00  0.22342233171956735E+00  0.27113960080294242E+00  0.49456193252250980E+00  0.64409682631417708E+00 -0.66002486824797063E-01  0.57809433948938005E+00
  0.30000000000000021E+00  0.22320331058038859E+00  0.24984170455920648E+00  0.47304501513959507E+00  0.64909862299060539E+00 -0.58004352349974024E-01  0.59109427064063136E+00
  0.35000000000000026E+00  0.22363750507567257E+00  0.23329869686477617E+00  0.45693620194044871E+00  0.65461725505915314E+00 -0.51582345799538992E-01  0.60303490925961412E+00
  0.40000000000000030E+00  0.22435604230207581E+00  0.21996859645915756E+00  0.44432463876123340E+00  0.66007122418105546E+00 -0.46268028585139141E-01  0.61380319559591634E+00
  0.45000000000000034E+00  0.22520871142859283E+00  0.20894145771258579E+00  0.43415016914117865E+00  0.66527476980854405E+00 -0.41764473329852933E-01  0.62351029647869116E+00
  0.50000000000000033E+00  0.22611958591928041E+00  0.19963676137610367E+00  0.42575634729538409E+00  0.67014355674897019E+00 -0.37877112213943992E-01  0.63226644453502623E+00
  0.54999999999999483E+00  0.22703674849802452E+00  0.19166262063937561E+00  0.41869936913740013E+00  0.67462228536671520E+00 -0.34476592902611423E-01  0.64014569246410380E+00
  0.59999999999998932E+00  0.22791571361903712E+00  0.18474308486194346E+00  0.41265879848098058E+00  0.67866847701184541E+00 -0.31474823398283863E-01  0.64719365361356151E+00
  0.64999999999998381E+00  0.22871882144505215E+00  0.17867814677947524E+00  0.40739696822452742E+00  0.68224888707274700E+00 -0.28809077508119063E-01  0.65343980956462788E+00
  0.69999999999997831E+00  0.22942081018483143E+00  0.17332008126001813E+00  0.40274089144484959E+00  0.68534621384227445E+00 -0.26431604578910778E-01  0.65891460926336365E+00
  0.74999999999997280E+00  0.23001196047483596E+00  0.16855835274704148E+00  0.39857031322187741E+00  0.68796503182750735E+00 -0.24303548823780795E-01  0.66366148300372652E+00
  0.79999999999996729E+00  0.23049520608556495E+00  0.16430931950541811E+00  0.39480452559098306E+00  0.69012666209118168E+00 -0.22392127071607461E-01  0.66773453501957425E+00
  0.84999999999996179E+00  0.23087806027111943E+00  0.16050855992932000E+00  0.39138662020043946E+00  0.69185396663654453E+00 -0.20669971172457974E-01  0.67118399546408658E+00
  0.89999999999995628E+00  0.23116320388840625E+00  0.15710476629983267E+00  0.38826797018823889E+00  0.69315563965909566E+00 -0.19115461205567376E-01  0.67404017845352826E+00
  0.94999999999995077E+00  0.23134285182720299E+00  0.15405513896327369E+00  0.38539799079047665E+00  0.69401997596036724E+00 -0.17712806098455165E-01  0.67630716986191208E+00
  0.99999999999994527E+00  0.23140000237504468E+00  0.15132250598294933E+00  0.38272250835799404E+00  0.69442145009902001E+00 -0.16451047361426403E-01  0.67797040273759357E+00
  0.10499999999999399E+01  0.23131523629700543E+00  0.14887398336484758E+00  0.38018921966185304E+00  0.69433507391464433E+00 -0.15322086581564115E-01  0.67901298733308024E+00
  0.10999999999999344E+01  0.23107452225354141E+00  0.14668053225842329E+00  0.37775505451196467E+00  0.69374962974026178E+00 -0.14318581147023522E-01  0.67943104859323822E+00
  0.11499999999999289E+01  0.23067388829054131E+00  0.14471673871467533E+00  0.37539062700521664E+00  0.69267351201206651E+00 -0.13432562385797032E-01  0.67924094962626946E+00
  0.11999999999999234E+01  0.23011963652630915E+00  0.14296044956854309E+00  0.37308008609485221E+00  0.69113254376062949E+00 -0.12655081287202097E-01  0.67847746247342744E+00
  0.12499999999999178E+01  0.22942532011962005E+00  0.14139222118244507E+00  0.37081754130206512E+00  0.68916311708486577E+00 -0.11976635343272736E-01  0.67718648174159302E+00
  0.12999999999999123E+01  0.22860762558808878E+00  0.13999470352114082E+00  0.36860232910922963E+00  0.68680474725555329E+00 -0.11387902443226921E-01  0.67541684481232633E+00
  0.13499999999999068E+01  0.22768294258785349E+00  0.13875210608600591E+00  0.36643504867385940E+00  0.68409482608029204E+00 -0.10880368511221671E-01  0.67321445756907039E+00
  0.13999999999999013E+01  0.22666553442690943E+00  0.13764984077134446E+00  0.36431537519825385E+00  0.68106657658089065E+00 -0.10446623728978335E-01  0.67061995285191234E+00
  0.14499999999998958E+01  0.22556734126126360E+00  0.13667435731198646E+00  0.36224169857325006E+00  0.67774973918624248E+00 -0.10080303463331636E-01  0.66766943572291082E+00
  0.14999999999998903E+01  0.22439882562922073E+00  0.13581311745639280E+00  0.36021194308561355E+00  0.67417266196795522E+00 -0.97757988768916310E-02  0.66439686309106361E+00
  0.15499999999998848E+01  0.22317006460386307E+00  0.13505462368664944E+00  0.35822468829051252E+00  0.67036434603175898E+00 -0.95279181215335192E-02  0.66083642791022545E+00
  0.15999999999998793E+01  0.22189148105010259E+00  0.13438843176324486E+00  0.35627991281334748E+00  0.66635548564464131E+00 -0.93316416886139661E-02  0.65702384395602731E+00
  0.16499999999998738E+01  0.22057398411704474E+00  0.13380511342144413E+00  0.35437909753848884E+00  0.66217826730486262E+00 -0.91820289654211511E-02  0.65299623833944143E+00
  0.16999999999998683E+01  0.21922862087361852E+00  0.13329617090128348E+00  0.35252479177490204E+00  0.65786526500673248E+00 -0.90742532818093753E-02  0.64879101172492315E+00
  0.17499999999998628E+01  0.21786600235359330E+00  0.13285392469773760E+00  0.35071992705133093E+00  0.65344800650157642E+00 -0.90037022708542181E-02  0.64444430423072219E+00
  0.17999999999998573E+01  0.21649576345794411E+00  0.13247139930095178E+00  0.34896716275889589E+00  0.64895572345391939E+00 -0.89660802046240568E-02  0.63998964324929530E+00
  0.18499999999998518E+01  0.21512621917706534E+00  0.13214222492681121E+00  0.34726844410387658E+00  0.64441457974890604E+00 -0.89574721677874516E-02  0.63545710758111862E+00
  0.18999999999998463E+01  0.21376426403880056E+00  0.13186056314717184E+00  0.34562482718597243E+00  0.63984743647189890E+00 -0.89743578246141396E-02  0.63087307864728481E+00
  0.19499999999998407E+01  0.21241547452884921E+00  0.13162105559286494E+00  0.34403653012171415E+00  0.63527404461513737E+00 -0.90135832304153105E-02  0.62626046138472202E+00
  0.19999999999998352E+01  0.21108433216384806E+00  0.13141878966476492E+00  0.34250312182861298E+00  0.63071148447764891E+00 -0.90723087175317331E-02  0.62163917576011718E+00
  0.20499999999998519E+01  0.20977448280738387E+00  0.13124927363316979E+00  0.34102375644055366E+00  0.62617467857897102E+00 -0.91479510032267258E-02  0.61702672757574428E+00
  0.20999999999998686E+01  0.20848896991805427E+00  0.13110841462774034E+00  0.33959738454579458E+00  0.62167685724340072E+00 -0.92381324472890856E-02  0.61243872479611161E+00
  0.21499999999998853E+01  0.20723040846119878E+00  0.13099249540576566E+00  0.33822290386696441E+00  0.61722991644350034E+00 -0.93406439198978272E-02  0.60788927252360248E+00
  0.21999999999999020E+01  0.20600109054362331E+00  0.13089814826540949E+00  0.33689923880903283E+00  0.61284465327810789E+00 -0.94534226027376093E-02  0.60339123067537026E+00
  0.22499999999999187E+01  0.20480302937571399E+00  0.13082232642672409E+00  0.33562535580243807E+00  0.60853088961331314E+00 -0.95745429764847109E-02  0.59895634663682840E+00
  0.22999999999999354E+01  0.20363795636022095E+00  0.13076227448180389E+00  0.33440023084202486E+00  0.60429750477348609E+00 -0.97022177607580251E-02  0.59459528701272801E+00
  0.23499999999999521E+01  0.20250728989744934E+00  0.13071550013858607E+00  0.33322279003603539E+00  0.60015240226174305E+00 -0.98348049291810957E-02  0.59031759733256195E+00
  0.23999999999999688E+01  0.20141209532126633E+00  0.13067974945545954E+00  0.33209184477672588E+00  0.59610243785994388E+00 -0.99708167695059489E-02  0.58613162109043793E+00
  0.24499999999999855E+01  0.20035305315331248E+00  0.13065298709972686E+00  0.33100604025303937E+00  0.59215333709953277E+00 -0.10108927352481270E-01  0.58204440974705152E+00
  0.25000000000000022E+01  0.19933044743318271E+00  0.13063338202271113E+00  0.32996382945589386E+00  0.58830962712822643E+00 -0.10247975798195913E-01  0.57806165133003051E+00
  0.25500000000000189E+01  0.19834417862079681E+00  0.13061929769354233E+00  0.32896347631433914E+00  0.58457460159974073E+00 -0.10386964170532968E-01  0.57418763742920775E+00
  0.26000000000000356E+01  0.19739379877439248E+00  0.13060928512265635E+00  0.32800308389704880E+00  0.58095032907069077E+00 -0.10525050191530307E-01  0.57042527887916050E+00
  0.26500000000000523E+01  0.19647856290230445E+00  0.13060207664434750E+00  0.32708063954665195E+00  0.57743770894865465E+00 -0.10661535776041179E-01  0.56677617317261342E+00
  0.27000000000000690E+01  0.19559748993379694E+00  0.13059657882274650E+00  0.32619406875654344E+00  0.57403657474024239E+00 -0.10795852512775444E-01  0.56324072222746691E+00
  0.27500000000000857E+01  0.19474942859115146E+00  0.13059186362174133E+00  0.32534129221289276E+00  0.57074584165792108E+00 -0.10927544933300457E-01  0.55981829672462058E+00
  0.28000000000001024E+01  0.19393312525814538E+00  0.13058715775527652E+00  0.32452028301342190E+00  0.56756369202143986E+00 -0.11056252170390520E-01  0.55650743985104933E+00
  0.28500000000001191E+01  0.19314729122038601E+00  0.13058183062838816E+00  0.32372912184877417E+00  0.56448778631317842E+00 -0.11181688727358422E-01  0.55330609758581994E+00
  0.29000000000001358E+01  0.19239066526098009E+00  0.13057538141745853E+00  0.32296604667843865E+00  0.56151548113818783E+00 -0.11303625549932066E-01  0.55021185558825580E+00
  0.29500000000001525E+01  0.19166206563706323E+00  0.13056742572718019E+00  0.32222949136424339E+00  0.55864403006485785E+00 -0.11421873114220115E-01  0.54722215695063769E+00
  0.30000000000001692E+01  0.19096042460843105E+00  0.13055768208213123E+00  0.32151810669056224E+00  0.55587074249760271E+00 -0.11536268435542006E-01  0.54433447406206070E+00
  0.30500000000001859E+01  0.19028480009517060E+00  0.13054595840964184E+00  0.32083075850481246E+00  0.55319308091719455E+00 -0.11646667517479514E-01  0.54154641339971499E+00
  0.31000000000002026E+01  0.18963436271901918E+00  0.13053213870368477E+00  0.32016650142270398E+00  0.55060868744141789E+00 -0.11752943819389242E-01  0.53885574362202859E+00
  0.31500000000002193E+01  0.18900836141701965E+00  0.13051617018840825E+00  0.31952453160542793E+00  0.54811534398174200E+00 -0.11854992104436421E-01  0.53626035187730559E+00
  0.32000000000002360E+01  0.18840607525363173E+00  0.13049805143021115E+00  0.31890412668384288E+00  0.54571088237322651E+00 -0.11952735947363399E-01  0.53375814642586317E+00
  0.32500000000002527E+01  0.18782676155935718E+00  0.13047782188499799E+00  0.31830458344435519E+00  0.54339306849587776E+00 -0.12046136578441396E-01  0.53134693191743632E+00
  0.33000000000002694E+01  0.18726961029818159E+00  0.13045555326695110E+00  0.31772516356513270E+00  0.54115948580319040E+00 -0.12135200753481783E-01  0.52902428504970866E+00
  0.33500000000002861E+01  0.18673371216677598E+00  0.13043134290614680E+00  0.31716505507292281E+00  0.53900743988868849E+00 -0.12219985866774096E-01  0.52678745402191440E+00
  0.34000000000003028E+01  0.18621804432435607E+00  0.13040530899092351E+00  0.31662335331527958E+00  0.53693389862796181E+00 -0.12300601316232137E-01  0.52463329731172970E+00
  0.34500000000003195E+01  0.18572147401932892E+00  0.13037758734304272E+00  0.31609906136237165E+00  0.53493547444010270E+00 -0.12377205931121259E-01  0.52255826850898146E+00
  0.35000000000003362E+01  0.18524277757394200E+00  0.13034832920645492E+00  0.31559110678039692E+00  0.53300844820870541E+00 -0.12450001912766209E-01  0.52055844629593917E+00
  0.35500000000003529E+01  0.18478067039878920E+00  0.13031769946900582E+00  0.31509836986779505E+00  0.53114882899539495E+00 -0.12519226152472206E-01  0.51862960284292270E+00
