                        t                     Fp_x                  Fvisc_x                 Ftotal_x                     Fp_y                  Fvisc_y                 Ftotal_y
  0.50000000000000037E-01  0.22782108166597587E+00  0.15517206476391796E+00  0.38299314642989379E+00  0.72224220230484282E+00 -0.48148415601408617E-01  0.67409378670343423E+00
  0.10000000000000007E+00  0.19317482599918637E+00  0.13076974415326931E+00  0.32394457015245570E+00  0.67038692870849548E+00 -0.41120129623302401E-01  0.62926679908519312E+00
  0.15000000000000011E+00  0.18556550617127621E+00  0.11252856805742358E+00  0.29809407422869977E+00  0.66928902706740678E+00 -0.34686960991732657E-01  0.63460206607567415E+00
  0.20000000000000015E+00  0.18098653328990996E+00  0.97985108380178154E-01  0.27897164167008814E+00  0.67706011375699504E+00 -0.29042871255392323E-01  0.64801724250160275E+00
  0.25000000000000017E+00  0.17321387126400592E+00  0.86639920346033031E-01  0.25985379161003896E+00  0.67743744025535846E+00 -0.24810220443227605E-01  0.65262721981213090E+00
  0.30000000000000021E+00  0.17450180719833916E+00  0.77914637606676371E-01  0.25241644480501552E+00  0.68736195845146864E+00 -0.21373424248051023E-01  0.66598853420341764E+00
  0.35000000000000026E+00  0.17630933429414522E+00  0.70359136443182771E-01  0.24666847073732800E+00  0.69804620222306868E+00 -0.18210505720633013E-01  0.67983569650243569E+00
  0.40000000000000030E+00  0.17490147662701450E+00  0.63888079880700971E-01  0.23878955650771547E+00  0.70508264291999478E+00 -0.15577511635590912E-01  0.68950513128440383E+00
  0.45000000000000034E+00  0.17319384100442670E+00  0.58568591016837666E-01  0.23176243202126437E+00  0.71082100417595051E+00 -0.13470094835859018E-01  0.69735090934009147E+00
  0.50000000000000033E+00  0.17212667524006592E+00  0.54204735173634680E-01  0.22633141041370058E+00  0.71609105952049779E+00 -0.11788774258600778E-01  0.70430228526189698E+00
  0.54999999999999483E+00  0.17269557492269022E+00  0.50536106408216416E-01  0.22323168133090665E+00  0.72348904944398051E+00 -0.10333624221492668E-01  0.71315542522248787E+00
  0.59999999999998932E+00  0.17376915801569603E+00  0.47232665215540356E-01  0.22100182323123641E+00  0.73174790849962246E+00 -0.89592951975254013E-02  0.72278861330209709E+00
  0.64999999999998381E+00  0.17465098437317100E+00  0.44217130658904737E-01  0.21886811503207573E+00  0.73935853532600759E+00 -0.76945582535743792E-02  0.73166397707243325E+00
  0.69999999999997831E+00  0.17580266992857763E+00  0.41550721574857931E-01  0.21735339150343555E+00  0.74671885345607236E+00 -0.65867644987543340E-02  0.74013208895731808E+00
  0.74999999999997280E+00  0.17730609657139754E+00  0.39236578048608237E-01  0.21654267462000576E+00  0.75392536252867426E+00 -0.56345585201518812E-02  0.74829080400852233E+00
  0.79999999999996729E+00  0.17797537760795035E+00  0.37157939070730152E-01  0.21513331667868049E+00  0.75949618507913863E+00 -0.47972118090180687E-02  0.75469897327012059E+00
  0.84999999999996179E+00  0.17702728860928041E+00  0.35198670874968328E-01  0.21222595948424874E+00  0.76235840048147330E+00 -0.40294017827730410E-02  0.75832899869870030E+00
  0.89999999999995628E+00  0.17659162602872108E+00  0.33363760722398307E-01  0.20995538675111938E+00  0.76567526897681637E+00 -0.32796386623183921E-02  0.76239563031449797E+00
  0.94999999999995077E+00  0.17918682674595068E+00  0.31720440784530228E-01  0.21090726753048092E+00  0.77340005447093529E+00 -0.25300948622254127E-02  0.77086995960870985E+00
  0.99999999999994527E+00  0.18328354961000148E+00  0.30252935341373143E-01  0.21353648495137462E+00  0.78320142813366211E+00 -0.18290733678235785E-02  0.78137235476583855E+00
  0.10499999999999399E+01  0.18620910727702716E+00  0.28890621122334079E-01  0.21509972839936126E+00  0.79099507750705977E+00 -0.12159911114235681E-02  0.78977908639563621E+00
  0.10999999999999344E+01  0.18790792016624294E+00  0.27603382333626265E-01  0.21551130249986922E+00  0.79681535484748378E+00 -0.66947029439008948E-03  0.79614588455309365E+00
  0.11499999999999289E+01  0.18970571664321051E+00  0.26393049624709862E-01  0.21609876626792038E+00  0.80271538721229541E+00 -0.14425489116350336E-03  0.80257113232113186E+00
  0.11999999999999234E+01  0.19207893808265178E+00  0.25257832763482188E-01  0.21733677084613395E+00  0.80911147288504215E+00  0.37860884717782302E-03  0.80949008173221992E+00
  0.12499999999999178E+01  0.19451803465046974E+00  0.24192981073369254E-01  0.21871101572383900E+00  0.81473950434022946E+00  0.88520097354958236E-03  0.81562470531377906E+00
  0.12999999999999123E+01  0.19664581788721919E+00  0.23202261818984361E-01  0.21984807970620354E+00  0.81887244959882433E+00  0.13549296283137059E-02  0.82022737922713806E+00
  0.13499999999999068E+01  0.19872566352207230E+00  0.22294546432292991E-01  0.22102020995436528E+00  0.82223025674008732E+00  0.17820312434339955E-02  0.82401228798352133E+00
  0.13999999999999013E+01  0.20118093893375782E+00  0.21468636529407906E-01  0.22264957546316572E+00  0.82590772084694186E+00  0.21753388703057144E-02  0.82808305971724760E+00
