                        t                     Fp_x                  Fvisc_x                 Ftotal_x                     Fp_y                  Fvisc_y                 Ftotal_y
  0.50000000000000037E-01  0.63028002240523173E+00  0.12556231490173106E+00  0.75584233730696282E+00 -0.11539298260549320E+01  0.72829773551359112E-01 -0.10811000525035728E+01
  0.10000000000000007E+00  0.51130292860124094E+00  0.10692784156916163E+00  0.61823077017040262E+00 -0.10065535944747999E+01  0.62185779498545715E-01 -0.94436781497625411E+00
  0.15000000000000011E+00  0.48755367926730631E+00  0.93422514760616443E-01  0.58097619402792278E+00 -0.97699442133885173E+00  0.52955627827357681E-01 -0.92403879351149409E+00
  0.20000000000000015E+00  0.50399094649385334E+00  0.83289809448672827E-01  0.58728075594252616E+00 -0.99472008657463606E+00  0.45082990495448755E-01 -0.94963709607918734E+00
  0.25000000000000017E+00  0.51293928643011855E+00  0.73383870799667503E-01  0.58632315722978601E+00 -0.10045776764957999E+01  0.37467026854594895E-01 -0.96711064964120497E+00
  0.30000000000000021E+00  0.51022965584246660E+00  0.65094026414676445E-01  0.57532368225714303E+00 -0.10007280365524835E+01  0.31609158208494019E-01 -0.96911887834398958E+00
  0.35000000000000026E+00  0.51433301352645178E+00  0.59633230876260379E-01  0.57396624440271216E+00 -0.10033120885278750E+01  0.27588671780867775E-01 -0.97572341674700724E+00
  0.40000000000000030E+00  0.52160841149377546E+00  0.55016987378346829E-01  0.57662539887212227E+00 -0.10095222372365451E+01  0.23854567224981724E-01 -0.98566767001156341E+00
  0.45000000000000034E+00  0.52875371799337478E+00  0.50377859711313457E-01  0.57913157770468826E+00 -0.10163190939282301E+01  0.20128103990254758E-01 -0.99619098993797528E+00
  0.50000000000000033E+00  0.53554448792971410E+00  0.46068669027657695E-01  0.58161315695737181E+00 -0.10229179721223216E+01  0.16752672507580644E-01 -0.10061652996147410E+01
  0.54999999999999483E+00  0.54241338736238542E+00  0.42389725830284448E-01  0.58480311319266987E+00 -0.10293509411883246E+01  0.13914319562535287E-01 -0.10154366216257893E+01
  0.59999999999998932E+00  0.54853309512553716E+00  0.39325857738599028E-01  0.58785895286413614E+00 -0.10346861069958688E+01  0.11557080334899415E-01 -0.10231290266609694E+01
  0.64999999999998381E+00  0.55574995126620363E+00  0.36714358915717372E-01  0.59246431018192103E+00 -0.10409977413174167E+01  0.94920988091950174E-02 -0.10315056425082216E+01
  0.69999999999997831E+00  0.56489153200388675E+00  0.34388004700475122E-01  0.59927953670436185E+00 -0.10491635067820237E+01  0.75976431168573401E-02 -0.10415658636651663E+01
  0.74999999999997280E+00  0.57501528319997031E+00  0.32259580881006285E-01  0.60727486408097664E+00 -0.10582168321687850E+01  0.58470665333446668E-02 -0.10523697656354403E+01
  0.79999999999996729E+00  0.58429668332247875E+00  0.30312704674078476E-01  0.61460938799655718E+00 -0.10662265215046431E+01  0.42671336312147205E-02 -0.10619593878734284E+01
  0.84999999999996179E+00  0.59207776571179904E+00  0.28555907519805645E-01  0.62063367323160468E+00 -0.10725273336275654E+01  0.28801105454422339E-02 -0.10696472230821232E+01
  0.89999999999995628E+00  0.59870741288746643E+00  0.27011018546420757E-01  0.62571843143388717E+00 -0.10774565596168209E+01  0.16934722871425416E-02 -0.10757630873296784E+01
  0.94999999999995077E+00  0.60495915758690988E+00  0.25682763143380992E-01  0.63064192073029091E+00 -0.10817483574929099E+01  0.69259324071590427E-03 -0.10810557642521941E+01
  0.99999999999994527E+00  0.61279934144256520E+00  0.24556844318494295E-01  0.63735618576105946E+00 -0.10875746852372077E+01 -0.16955461593115692E-03 -0.10877442398531390E+01
  0.10499999999999399E+01  0.62296847775275233E+00  0.23595447727922169E-01  0.64656392548067454E+00 -0.10958036052664775E+01 -0.93651520150952539E-03 -0.10967401204679870E+01
  0.10999999999999344E+01  0.63361762392389120E+00  0.22731721901538628E-01  0.65634934582542981E+00 -0.11044004869424295E+01 -0.16290791218114349E-02 -0.11060295660642410E+01
  0.11499999999999289E+01  0.64289569881199105E+00  0.21919487522582028E-01  0.66481518633457304E+00 -0.11113645191273989E+01 -0.22529724154524275E-02 -0.11136174915428514E+01
  0.11999999999999234E+01  0.65022517918950584E+00  0.21161217000290347E-01  0.67138639618979623E+00 -0.11161298377008417E+01 -0.28027539812089963E-02 -0.11189325916820507E+01
  0.12499999999999178E+01  0.65594681603542393E+00  0.20474359228924204E-01  0.67642117526434808E+00 -0.11191188133299630E+01 -0.32810320055650932E-02 -0.11223998453355282E+01
  0.12999999999999123E+01  0.66069976629556559E+00  0.19857919466477362E-01  0.68055768576204301E+00 -0.11210368058924014E+01 -0.37075405610129328E-02 -0.11247443464534144E+01
  0.13499999999999068E+01  0.66492129988266713E+00  0.19305363604212991E-01  0.68422666348688010E+00 -0.11223364431088230E+01 -0.40942454873971268E-02 -0.11264306885962201E+01
  0.13999999999999013E+01  0.66860009442655655E+00  0.18821521461356332E-01  0.68742161588791284E+00 -0.11229660240740031E+01 -0.44309871250520078E-02 -0.11273970111990552E+01
  0.14499999999998958E+01  0.67161703526994387E+00  0.18401215614236435E-01  0.69001825088418034E+00 -0.11227436821451917E+01 -0.47161140185831120E-02 -0.11274597961637749E+01
  0.14999999999998903E+01  0.67416653212802602E+00  0.18027462238722362E-01  0.69219399436674833E+00 -0.11218283115280645E+01 -0.49662238813154560E-02 -0.11267945354093800E+01
  0.15499999999998848E+01  0.67653830437880613E+00  0.17707179652191669E-01  0.69424548403099784E+00 -0.11204915122858772E+01 -0.51795074910153654E-02 -0.11256710197768924E+01
  0.15999999999998793E+01  0.67875878368502895E+00  0.17474152386495592E-01  0.69623293607152459E+00 -0.11187151305163363E+01 -0.53268021683403992E-02 -0.11240419326846767E+01
  0.16499999999998738E+01  0.68053422869377389E+00  0.17361762529689410E-01  0.69789599122346335E+00 -0.11161168076636083E+01 -0.53762052530175828E-02 -0.11214930129166258E+01
