                        t                     Fp_x                  Fvisc_x                 Ftotal_x                     Fp_y                  Fvisc_y                 Ftotal_y
  0.50000000000000037E-01  0.82794669980417268E+00  0.49206054841105901E+00  0.13200072482152316E+01 -0.10996478913701622E+01  0.25631727909201396E+00 -0.84333061227814821E+00
  0.10000000000000007E+00  0.70164851557797436E+00  0.31932953317557716E+00  0.10209780487535516E+01 -0.94318030734317482E+00  0.14613060844701806E+00 -0.79704969889615673E+00
  0.15000000000000011E+00  0.66942793659812572E+00  0.25316652422081370E+00  0.92259446081893937E+00 -0.89999507530835521E+00  0.10328491177478547E+00 -0.79671016353356972E+00
  0.20000000000000015E+00  0.65807859561112081E+00  0.21433821797030725E+00  0.87241681358142809E+00 -0.88295229830969790E+00  0.78125083637328327E-01 -0.80482721467236962E+00
  0.25000000000000017E+00  0.65563177861803823E+00  0.18727135513706028E+00  0.84290313375509851E+00 -0.87725768272631333E+00  0.60326913603195607E-01 -0.81693076912311768E+00
  0.30000000000000021E+00  0.65729269740847851E+00  0.16680203756662074E+00  0.82409473497509922E+00 -0.87671549343478505E+00  0.46618293584938866E-01 -0.83009719984984620E+00
  0.35000000000000026E+00  0.66076804817801171E+00  0.15053581540337993E+00  0.81130386358139162E+00 -0.87848943162401405E+00  0.35578404937809630E-01 -0.84291102668620443E+00
  0.40000000000000030E+00  0.66505503440319702E+00  0.13717597324149527E+00  0.80223100764469235E+00 -0.88135429617569516E+00  0.26443999226753979E-01 -0.85491029694894116E+00
  0.45000000000000034E+00  0.66970716174548695E+00  0.12594318342452862E+00  0.79565034517001554E+00 -0.88474545745705335E+00  0.18737533438811911E-01 -0.86600792401824145E+00
  0.50000000000000033E+00  0.67451426030602402E+00  0.11633094040281391E+00  0.79084520070883790E+00 -0.88838723448905954E+00  0.12131257194398976E-01 -0.87625597729466054E+00
  0.54999999999999483E+00  0.67936172761321134E+00  0.10799125428585239E+00  0.78735298189906378E+00 -0.89212669502148323E+00  0.63931201272434939E-02 -0.88573357489423976E+00
  0.59999999999998932E+00  0.68416929685807759E+00  0.10067494222459050E+00  0.78484423908266809E+00 -0.89585773163941362E+00  0.13580802597262694E-02 -0.89449965137968734E+00
  0.64999999999998381E+00  0.68887486218848126E+00  0.94198703682863899E-01  0.78307356587134513E+00 -0.89949875193636675E+00 -0.30923567395389918E-02 -0.90259110867590575E+00
  0.69999999999997831E+00  0.69343108087293248E+00  0.88425657217118925E-01  0.78185673809005141E+00 -0.90298591659598471E+00 -0.70449302055936233E-02 -0.91003084680157831E+00
  0.74999999999997280E+00  0.69780161091032566E+00  0.83252644808727377E-01  0.78105425571905307E+00 -0.90626742323347620E+00 -0.10564587688361471E-01 -0.91683201092183764E+00
  0.79999999999996729E+00  0.70195901766727342E+00  0.78601598616794277E-01  0.78056061628406770E+00 -0.90930138056622656E+00 -0.13701233160974558E-01 -0.92300261372720116E+00
  0.84999999999996179E+00  0.70588468613752753E+00  0.74413635962106622E-01  0.78029832209963412E+00 -0.91205656795680334E+00 -0.16494455860742004E-01 -0.92855102381754540E+00
  0.89999999999995628E+00  0.70956621456599844E+00  0.70644702338255178E-01  0.78021091690425359E+00 -0.91450979752021722E+00 -0.18976570738234513E-01 -0.93348636825845177E+00
  0.94999999999995077E+00  0.71298930905881408E+00  0.67261876213364533E-01  0.78025118527217863E+00 -0.91663624128557475E+00 -0.21174032306283671E-01 -0.93781027359185842E+00
  0.99999999999994527E+00  0.71612689426526732E+00  0.64240112107082026E-01  0.78036700637234935E+00 -0.91839623003429505E+00 -0.23107637816942500E-01 -0.94150386785123752E+00
  0.10499999999999399E+01  0.71893176715367202E+00  0.61559711405662208E-01  0.78049147855933421E+00 -0.91972624783209589E+00 -0.24792364458127429E-01 -0.94451861229022327E+00
  0.10999999999999344E+01  0.72133741713601374E+00  0.59204766922664555E-01  0.78054218405867826E+00 -0.92053969749974762E+00 -0.26237680075274668E-01 -0.94677737757502234E+00
  0.11499999999999289E+01  0.72326651216895210E+00  0.57162421915073217E-01  0.78042893408402536E+00 -0.92073688341276227E+00 -0.27448663092912308E-01 -0.94818554650567455E+00
  0.11999999999999234E+01  0.72464245952749906E+00  0.55422506354685562E-01  0.78006496588218466E+00 -0.92021877616561321E+00 -0.28427656439423715E-01 -0.94864643260503689E+00
  0.12499999999999178E+01  0.72539905052764397E+00  0.53977175373945085E-01  0.77937622590158906E+00 -0.91889861843784604E+00 -0.29175895505899923E-01 -0.94807451394374598E+00
  0.12999999999999123E+01  0.72548560879642277E+00  0.52820414728116445E-01  0.77830602352453926E+00 -0.91670826892531532E+00 -0.29694675893923321E-01 -0.94640294481923859E+00
  0.13499999999999068E+01  0.72486776010873244E+00  0.51947463542088207E-01  0.77681522365082067E+00 -0.91359937685639092E+00 -0.29985934042540248E-01 -0.94358531089893116E+00
  0.13999999999999013E+01  0.72352534210461017E+00  0.51354255004621041E-01  0.77487959710923127E+00 -0.90954115140207759E+00 -0.30052354608988072E-01 -0.93959350601106562E+00
  0.14499999999998958E+01  0.72144909440255711E+00  0.51036941967992099E-01  0.77248603637054924E+00 -0.90451665373952961E+00 -0.29897205947909546E-01 -0.93441385968743917E+00
  0.14999999999998903E+01  0.71863734022396120E+00  0.50991529027577004E-01  0.76962886925153817E+00 -0.89851904380431780E+00 -0.29524084188546983E-01 -0.92804312799286481E+00
  0.15499999999998848E+01  0.71509341529256054E+00  0.51213607853968529E-01  0.76630702314652910E+00 -0.89154867766624912E+00 -0.28936689638100699E-01 -0.92048536730434982E+00
  0.15999999999998793E+01  0.71082423960348085E+00  0.51698184044591713E-01  0.76252242364807254E+00 -0.88361152385515696E+00 -0.28138706174493662E-01 -0.91175023002965061E+00
  0.16499999999998738E+01  0.70584010436220168E+00  0.52439578521725878E-01  0.75827968288392755E+00 -0.87471898454247321E+00 -0.27133811267140252E-01 -0.90185279580961342E+00
  0.16999999999998683E+01  0.70015544206434088E+00  0.53431380220302235E-01  0.75358682228464313E+00 -0.86488884979670411E+00 -0.25925807461085488E-01 -0.89081465725778963E+00
  0.17499999999998628E+01  0.69379012946215435E+00  0.54666423335399936E-01  0.74845655279755430E+00 -0.85414685785725841E+00 -0.24518837239293632E-01 -0.87866569509655201E+00
  0.17999999999998573E+01  0.68677081369725812E+00  0.56136765497248282E-01  0.74290757919450645E+00 -0.84252826584290452E+00 -0.22917628713085697E-01 -0.86544589455599019E+00
  0.18499999999998518E+01  0.67913185236017570E+00  0.57833651892605795E-01  0.73696550425278151E+00 -0.83007895429217482E+00 -0.21127722716488710E-01 -0.85120667700866348E+00
  0.18999999999998463E+01  0.67091564398420211E+00  0.59747460301135417E-01  0.73066310428533754E+00 -0.81685580697992866E+00 -0.19155647886524269E-01 -0.83601145486645290E+00
  0.19499999999998407E+01  0.66217230708053298E+00  0.61867629684080348E-01  0.72403993676461331E+00 -0.80292631922707058E+00 -0.17009029992308623E-01 -0.81993534921937916E+00
  0.19999999999998352E+01  0.65295879282800640E+00  0.64182579541950127E-01  0.71714137236995656E+00 -0.78836753427135964E+00 -0.14696637711362499E-01 -0.80306417198272217E+00
  0.20499999999998519E+01  0.64333758687689668E+00  0.66679629897464038E-01  0.71001721677436069E+00 -0.77326448632410782E+00 -0.12228376738635536E-01 -0.78549286306274335E+00
  0.20999999999998686E+01  0.63337518686339456E+00  0.69344933503068348E-01  0.70272012036646292E+00 -0.75770836215905912E+00 -0.96152485876891628E-02 -0.76732361074674826E+00
  0.21499999999998853E+01  0.62314054525712081E+00  0.72163432550616538E-01  0.69530397780773734E+00 -0.74179459493307343E+00 -0.68692912747670525E-02 -0.74866388620784052E+00
  0.21999999999999020E+01  0.61270364157857182E+00  0.75118850967040504E-01  0.68782249254561234E+00 -0.72562107463960868E+00 -0.40035168022522580E-02 -0.72962459144186098E+00
  0.22499999999999187E+01  0.60213429317264366E+00  0.78193730083785565E-01  0.68032802325642927E+00 -0.70928659824744356E+00 -0.10318549952255049E-02 -0.71031845324266907E+00
  0.22999999999999354E+01  0.59150123945543043E+00  0.81369510916234761E-01  0.67287075037166522E+00 -0.69288959956104745E+00  0.20308944534914424E-02 -0.69085870510755598E+00
  0.23499999999999521E+01  0.58087146095140285E+00  0.84626661878973192E-01  0.66549812283037602E+00 -0.67652711659879883E+00  0.51691079216482621E-02 -0.67135800867715056E+00
  0.23999999999999688E+01  0.57030964359176795E+00  0.87944847569667597E-01  0.65825449116143553E+00 -0.66029389799504368E+00  0.83663938446459900E-02 -0.65192750415039769E+00
  0.24499999999999855E+01  0.55987768353625489E+00  0.91303132570306422E-01  0.65118081610656131E+00 -0.64428153440073199E+00  0.11605672710949741E-01 -0.63267586168978229E+00
  0.25000000000000022E+01  0.54963414704711233E+00  0.94680213661467644E-01  0.64431436070857995E+00 -0.62857752471027306E+00  0.14869292686603010E-01 -0.61370823202367009E+00
  0.25500000000000189E+01  0.53963364130103797E+00  0.98054673783850452E-01  0.63768831508488844E+00 -0.61326423572191746E+00  0.18139187113664666E-01 -0.59512504860825277E+00
  0.26000000000000356E+01  0.52992609957067838E+00  0.10140525097935325E+00  0.63133135055003164E+00 -0.59841776923616841E+00  0.21397073545962521E-01 -0.57702069569020586E+00
  0.26500000000000523E+01  0.52055602469470952E+00  0.10471111514599898E+00  0.62526713984070847E+00 -0.58410679733709625E+00  0.24624687795359416E-01 -0.55948210954173683E+00
  0.27000000000000690E+01  0.51156176128710973E+00  0.10795214475491208E+00  0.61951390604202183E+00 -0.57039145686524406E+00  0.27804041615495764E-01 -0.54258741524974829E+00
  0.27500000000000857E+01  0.50297487696849308E+00  0.11110919487088652E+00  0.61408407183937963E+00 -0.55732240469767413E+00  0.30917689550160096E-01 -0.52640471514751408E+00
  0.28000000000001024E+01  0.49481972656008910E+00  0.11416434712259418E+00  0.60898407368268326E+00 -0.54494012695712235E+00  0.33948989257622721E-01 -0.51099113769949966E+00
  0.28500000000001191E+01  0.48711325289301577E+00  0.11710113193799504E+00  0.60421438483101086E+00 -0.53327457024943881E+00  0.36882340317989815E-01 -0.49639222993144899E+00
  0.29000000000001358E+01  0.47986504840955929E+00  0.11990471365776537E+00  0.59976976206732469E+00 -0.52234512695395041E+00  0.39703388998222261E-01 -0.48264173795572818E+00
  0.29500000000001525E+01  0.47307766984019012E+00  0.12256203029924610E+00  0.59563970013943623E+00 -0.51216096747777362E+00  0.42399190255998684E-01 -0.46976177722177492E+00
  0.30000000000001692E+01  0.46674717143605071E+00  0.12506188189153142E+00  0.59180905332758216E+00 -0.50272167894609321E+00  0.44958322673542328E-01 -0.45776335627255088E+00
  0.30500000000001859E+01  0.46086380656812220E+00  0.12739496437073838E+00  0.58825877093886059E+00 -0.49401814927004556E+00  0.47370956162299416E-01 -0.44664719310774614E+00
  0.31000000000002026E+01  0.45541284491244183E+00  0.12955384971823491E+00  0.58496669463067674E+00 -0.48603363020989926E+00  0.49628875452293338E-01 -0.43640475475760593E+00
  0.31500000000002193E+01  0.45037546089634406E+00  0.13153291686489119E+00  0.58190837776123527E+00 -0.47874492079590231E+00  0.51725464234747442E-01 -0.42701945656115486E+00
  0.32000000000002360E+01  0.44572966257120511E+00  0.13332824130392443E+00  0.57905790387512956E+00 -0.47212362641615857E+00  0.53655655470682684E-01 -0.41846797094547589E+00
  0.32500000000002527E+01  0.44145124184203233E+00  0.13493745381354139E+00  0.57638869565557371E+00 -0.46613746147363377E+00  0.55415853268119777E-01 -0.41072160820551401E+00
  0.33000000000002694E+01  0.43751473157087611E+00  0.13635957979000649E+00  0.57387431136088263E+00 -0.46075156862665706E+00  0.57003831447279989E-01 -0.40374773717937706E+00
  0.33500000000002861E+01  0.43389435052681297E+00  0.13759487029044992E+00  0.57148922081726283E+00 -0.45592982306658358E+00  0.58418613903426730E-01 -0.39751120916315685E+00
  0.34000000000003028E+01  0.43056490649473678E+00  0.13864463418192982E+00  0.56920954067666663E+00 -0.45163607948262291E+00  0.59660342252814941E-01 -0.39197573722980794E+00
  0.34500000000003195E+01  0.42750261752252405E+00  0.13951107832372076E+00  0.56701369584624484E+00 -0.44783530936115817E+00  0.60730136743536722E-01 -0.38710517261762145E+00
  0.35000000000003362E+01  0.42468580902414055E+00  0.14019716018750292E+00  0.56488296921164349E+00 -0.44449457559370259E+00  0.61629956549908556E-01 -0.38286461904379404E+00
  0.35500000000003529E+01  0.42209545435397972E+00  0.14070645534819853E+00  0.56280190970217825E+00 -0.44158380435199024E+00  0.62362464969991177E-01 -0.37922133938199909E+00
  0.36000000000003696E+01  0.41971554653468751E+00  0.14104304106315893E+00  0.56075858759784647E+00 -0.43907633844728033E+00  0.62930903736471297E-01 -0.37614543471080902E+00
