                        t                     Fp_x                  Fvisc_x                 Ftotal_x                     Fp_y                  Fvisc_y                 Ftotal_y
  0.50000000000000037E-01  0.28095005014194036E+00  0.61869489771926944E+00  0.89964494786120985E+00 -0.59835618946579106E+00  0.16019363178154289E+00 -0.43816255768424817E+00
  0.10000000000000007E+00  0.23414708546997365E+00  0.40392659527007041E+00  0.63807368074004400E+00 -0.51089882168472300E+00  0.96813156895132285E-01 -0.41408566478959075E+00
  0.15000000000000011E+00  0.22189868822553035E+00  0.32583565433087619E+00  0.54773434255640652E+00 -0.49238914306374293E+00  0.73519202557632765E-01 -0.41886994050611015E+00
  0.20000000000000015E+00  0.21737901531606182E+00  0.28284122414533047E+00  0.50022023946139227E+00 -0.48827896777294361E+00  0.60897874532068179E-01 -0.42738109324087542E+00
  0.25000000000000017E+00  0.21613526644883088E+00  0.25402213708566557E+00  0.47015740353449642E+00 -0.49023081399875401E+00  0.52390778323287007E-01 -0.43784003567546703E+00
  0.30000000000000021E+00  0.21647005838594430E+00  0.23274099431499534E+00  0.44921105270093964E+00 -0.49480860450546510E+00  0.46021986090632294E-01 -0.44878661841483281E+00
  0.35000000000000026E+00  0.21754059556345040E+00  0.21612981694808900E+00  0.43367041251153937E+00 -0.50036514672345322E+00  0.41003078962336736E-01 -0.45936206776111649E+00
  0.40000000000000030E+00  0.21898987772835155E+00  0.20268390701663350E+00  0.42167378474498507E+00 -0.50632015373344830E+00  0.36908008247568971E-01 -0.46941214548587934E+00
  0.45000000000000034E+00  0.22065975226382406E+00  0.19151234613344659E+00  0.41217209839727065E+00 -0.51246045257682493E+00  0.33473373790357898E-01 -0.47898707878646701E+00
  0.50000000000000033E+00  0.22246168740405084E+00  0.18204279006978027E+00  0.40450447747383111E+00 -0.51866983378410347E+00  0.30529554745749171E-01 -0.48814027903835433E+00
  0.54999999999999483E+00  0.22433692733317645E+00  0.17388640983843301E+00  0.39822333717160946E+00 -0.52487048875137521E+00  0.27963767626483393E-01 -0.49690672112489181E+00
  0.59999999999998932E+00  0.22624060541199245E+00  0.16676861179110644E+00  0.39300921720309889E+00 -0.53099898847562987E+00  0.25699112047788252E-01 -0.50529987642784158E+00
  0.64999999999998381E+00  0.22813626983727467E+00  0.16049017317187991E+00  0.38862644300915461E+00 -0.53699817249704129E+00  0.23681480163743045E-01 -0.51331669233329824E+00
  0.69999999999997831E+00  0.22999704974439705E+00  0.15490388574798403E+00  0.38490093549238108E+00 -0.54282390638545075E+00  0.21870525719445914E-01 -0.52095338066600483E+00
