                        t                     Fp_x                  Fvisc_x                 Ftotal_x                     Fp_y                  Fvisc_y                 Ftotal_y
  0.50000000000000037E-01  0.10250852183117136E+01  0.64556719046933797E+00  0.16706524087810517E+01 -0.12290653018528823E+01  0.31937954350801157E+00 -0.90968575834487075E+00
  0.10000000000000007E+00  0.82711005954156458E+00  0.45554278313758750E+00  0.12826528426791521E+01 -0.99885948242024480E+00  0.20799534113333129E+00 -0.79086414128691351E+00
  0.15000000000000011E+00  0.75663626251733151E+00  0.37465744182644661E+00  0.11312937043437781E+01 -0.91633024528311224E+00  0.16031434366594424E+00 -0.75601590161716803E+00
  0.20000000000000015E+00  0.72335838191281010E+00  0.32481871426952091E+00  0.10481770961823309E+01 -0.87738772361003359E+00  0.13013856405229704E+00 -0.74724915955773652E+00
  0.25000000000000017E+00  0.70615142298338085E+00  0.28974410725339278E+00  0.99589553023677357E+00 -0.85722154252977179E+00  0.10834747457207272E+00 -0.74887406795769906E+00
  0.30000000000000021E+00  0.69694569792011007E+00  0.26316753885185579E+00  0.96011323677196581E+00 -0.84638548355490972E+00  0.91501256668848410E-01 -0.75488422688606127E+00
  0.35000000000000026E+00  0.69212564339579241E+00  0.24204610517570982E+00  0.93417174857150220E+00 -0.84066455907918525E+00  0.77897511657851026E-01 -0.76276704742133417E+00
  0.40000000000000030E+00  0.68986968393869130E+00  0.22469469421000723E+00  0.91456437814869851E+00 -0.83793361366610786E+00  0.66572388854979264E-01 -0.77136122481112857E+00
  0.45000000000000034E+00  0.68916957113309585E+00  0.21009144353029074E+00  0.89926101466338659E+00 -0.83701294239665491E+00  0.56932294215521304E-01 -0.78008064818113365E+00
  0.50000000000000033E+00  0.68942575750043356E+00  0.19757392460920556E+00  0.88699968210963909E+00 -0.83719857441588408E+00  0.48589153360509736E-01 -0.78860942105537435E+00
  0.54999999999999483E+00  0.69026368367395485E+00  0.18669086198182785E+00  0.87695454565578268E+00 -0.83804873460085494E+00  0.41277233038258448E-01 -0.79677150156259646E+00
  0.59999999999998932E+00  0.69144188490670000E+00  0.17712324019033454E+00  0.86856512509703454E+00 -0.83927673112746959E+00  0.34807520226444719E-01 -0.80446921090102486E+00
  0.64999999999998381E+00  0.69280043406703973E+00  0.16863905944448665E+00  0.86143949351152638E+00 -0.84069083462415684E+00  0.29041410907967805E-01 -0.81164942371618898E+00
  0.69999999999997831E+00  0.69422931564393420E+00  0.16106573445624262E+00  0.85529505010017681E+00 -0.84215749234623016E+00  0.23874926494731614E-01 -0.81828256585149850E+00
  0.74999999999997280E+00  0.69564849923752659E+00  0.15427245643036058E+00  0.84992095566788717E+00 -0.84357820593493682E+00  0.19228789944594413E-01 -0.82434941599034239E+00
  0.79999999999996729E+00  0.69699568732604600E+00  0.14815850898292171E+00  0.84515419630896771E+00 -0.84487530079058570E+00  0.15041839155001371E-01 -0.82983346163558436E+00
  0.84999999999996179E+00  0.69821917490128349E+00  0.14264527235858765E+00  0.84086444725987119E+00 -0.84598359219897401E+00  0.11266430348090554E-01 -0.83471716185088340E+00
  0.89999999999995628E+00  0.69927400241827342E+00  0.13767057471410851E+00  0.83694457713238191E+00 -0.84684587084471896E+00  0.78651013550105307E-02 -0.83898076948970846E+00
  0.94999999999995077E+00  0.70012013702413123E+00  0.13318458522582133E+00  0.83330472224995256E+00 -0.84741077925287844E+00  0.48080781431914729E-02 -0.84260270110968694E+00
  0.99999999999994527E+00  0.70072183870695737E+00  0.12914676316649185E+00  0.82986860187344924E+00 -0.84763211857262732E+00  0.20713722624371989E-02 -0.84556074631019018E+00
  0.10499999999999399E+01  0.70104765741655772E+00  0.12552356323589572E+00  0.82657122065245348E+00 -0.84746893599901996E+00 -0.36468909801321697E-03 -0.84783362509703319E+00
  0.10999999999999344E+01  0.70107069534699573E+00  0.12228670245563858E+00  0.82335739780263428E+00 -0.84688594651294291E+00 -0.25166014500719626E-02 -0.84940254796301484E+00
  0.11499999999999289E+01  0.70076889705862211E+00  0.11941185308380878E+00  0.82018075014243086E+00 -0.84585398884942276E+00 -0.43985566711840125E-02 -0.85025254552060681E+00
  0.11999999999999234E+01  0.70012522755449647E+00  0.11687766122659968E+00  0.81700288878109617E+00 -0.84435033423013106E+00 -0.60231007562579937E-02 -0.85037343498638907E+00
  0.12499999999999178E+01  0.69912767559943878E+00  0.11466501410991889E+00  0.81379268970935770E+00 -0.84235876475422045E+00 -0.74016160972164083E-02 -0.84976038085143690E+00
  0.12999999999999123E+01  0.69776907734241989E+00  0.11275649607313454E+00  0.81052557341555442E+00 -0.83986941345786736E+00 -0.85446649630521523E-02 -0.84841407842091954E+00
  0.13499999999999068E+01  0.69604679246976797E+00  0.11113598673884856E+00  0.80718277920861659E+00 -0.83687840650726808E+00 -0.94622279175961485E-02 -0.84634063442486418E+00
  0.13999999999999013E+01  0.69396228289336970E+00  0.10978836551184161E+00  0.80375064840521127E+00 -0.83338737103042171E+00 -0.10163866959202083E-01 -0.84355123798962384E+00
  0.14499999999998958E+01  0.69152064558326320E+00  0.10869929503708331E+00  0.80021994062034651E+00 -0.82940287412430092E+00 -0.10658837883158313E-01 -0.84006171200745927E+00
  0.14999999999998903E+01  0.68873014215362949E+00  0.10785506283597052E+00  0.79658520498960006E+00 -0.82493584713248336E+00 -0.10956170334644997E-01 -0.83589201746712838E+00
  0.15499999999998848E+01  0.68560175366651688E+00  0.10724246538440975E+00  0.79284421905092661E+00 -0.82000103154934034E+00 -0.11064728105786971E-01 -0.83106575965512730E+00
  0.15999999999998793E+01  0.68214877484785952E+00  0.10684872274853391E+00  0.78899749759639337E+00 -0.81461646524365172E+00 -0.10993257185664389E-01 -0.82560972242931607E+00
  0.16499999999998738E+01  0.67838645054244295E+00  0.10666141487398119E+00  0.78504786541642413E+00 -0.80880301376230634E+00 -0.10750425330697243E-01 -0.81955343909300360E+00
  0.16999999999998683E+01  0.67433165038446452E+00  0.10666843298094306E+00  0.78100008336540760E+00 -0.80258394319565629E+00 -0.10344854570579140E-01 -0.81292879776623539E+00
  0.17499999999998628E+01  0.67000257491702708E+00  0.10685794141472983E+00  0.77686051633175690E+00 -0.79598452776655326E+00 -0.97851469126851408E-02 -0.80576967467923843E+00
  0.17999999999998573E+01  0.66541848685827343E+00  0.10721834683484090E+00  0.77263683369311431E+00 -0.78903168578765925E+00 -0.90799032130899661E-02 -0.79811158900074919E+00
  0.18499999999998518E+01  0.66059946332688835E+00  0.10773827284039164E+00  0.76833773616727996E+00 -0.78175363997983649E+00 -0.82377353697955843E-02 -0.78999137534963204E+00
  0.18999999999998463E+01  0.65556616728762762E+00  0.10840653904834885E+00  0.76397270633597647E+00 -0.77417960082365767E+00 -0.72672723449565650E-02 -0.78144687316861428E+00
  0.19499999999998407E+01  0.65033963841516018E+00  0.10921214427900880E+00  0.75955178269416901E+00 -0.76633947362051202E+00 -0.61771608225691527E-02 -0.77251663444308116E+00
  0.19999999999998352E+01  0.64494110449830111E+00  0.11014425388289198E+00  0.75508535838119306E+00 -0.75826359079331318E+00 -0.49760614505607696E-02 -0.76323965224387391E+00
  0.20499999999998519E+01  0.63939181441881432E+00  0.11119219140022059E+00  0.75058400581903495E+00 -0.74998247067734469E+00 -0.36726415849422222E-02 -0.75365511226228687E+00
  0.20999999999998686E+01  0.63371289292844191E+00  0.11234543472653162E+00  0.74605832765497349E+00 -0.74152660300812756E+00 -0.22755652902274066E-02 -0.74380216829835499E+00
  0.21499999999998853E+01  0.62792521627316822E+00  0.11359361682333194E+00  0.74151883309650013E+00 -0.73292625994940752E+00 -0.79348112127650659E-03 -0.73371974107068405E+00
  0.21999999999999020E+01  0.62204930657218394E+00  0.11492653081966664E+00  0.73697583739185057E+00 -0.72421133023578699E+00  0.76499201583932371E-03 -0.72344633821994764E+00
  0.22499999999999187E+01  0.61610524204994477E+00  0.11633413915128910E+00  0.73243938120123386E+00 -0.71541117317321812E+00  0.23912808016441894E-02 -0.71301989237157393E+00
