                        t                     Fp_x                  Fvisc_x                 Ftotal_x                     Fp_y                  Fvisc_y                 Ftotal_y
  0.50000000000000037E-01  0.19026020156015813E+00  0.88216589980925164E+00  0.10724261013694099E+01 -0.33997614216442795E+00  0.10942868612943626E+00 -0.23054745603499169E+00
  0.10000000000000007E+00  0.15370207522824517E+00  0.63142657854588458E+00  0.78512865377412977E+00 -0.27139929576590177E+00  0.75884399179064088E-01 -0.19551489658683768E+00
  0.15000000000000011E+00  0.13998080055096601E+00  0.53025237591116492E+00  0.67023317646213099E+00 -0.24885379105073901E+00  0.62925864825757294E-01 -0.18592792622498172E+00
  0.20000000000000015E+00  0.13301751157876984E+00  0.47049594382598531E+00  0.60351345540475521E+00 -0.23952742284396700E+00  0.55375990124467978E-01 -0.18415143271949902E+00
  0.25000000000000017E+00  0.12910283247000001E+00  0.42986585085195833E+00  0.55896868332195837E+00 -0.23600215800918756E+00  0.50254778994823002E-01 -0.18574737901436456E+00
  0.30000000000000021E+00  0.12678914257514037E+00  0.40004169239805842E+00  0.52683083497319882E+00 -0.23535244585799200E+00  0.46502331556299410E-01 -0.18885011430169260E+00
  0.35000000000000026E+00  0.12540241153179210E+00  0.37704050615138196E+00  0.50244291768317406E+00 -0.23626537594598965E+00  0.43612988712048883E-01 -0.19265238723394076E+00
  0.40000000000000030E+00  0.12459177404240324E+00  0.35867583289044563E+00  0.48326760693284887E+00 -0.23809358588380422E+00  0.41306422722255251E-01 -0.19678716316154898E+00
  0.45000000000000034E+00  0.12415695994993245E+00  0.34363335674600437E+00  0.46779031669593685E+00 -0.24048382871542898E+00  0.39413378517707862E-01 -0.20107045019772113E+00
  0.50000000000000033E+00  0.12397466970483817E+00  0.33106927429941146E+00  0.45504394400424963E+00 -0.24322420644842824E+00  0.37825467348854815E-01 -0.20539873909957343E+00
  0.54999999999999483E+00  0.12396426473313354E+00  0.32041411601810255E+00  0.44437838075123609E+00 -0.24617659702954864E+00  0.36469953531172099E-01 -0.20970664349837653E+00
  0.59999999999998932E+00  0.12407037181723496E+00  0.31126825316603063E+00  0.43533862498326559E+00 -0.24924386742591581E+00  0.35296050193326121E-01 -0.21394781723258968E+00
  0.64999999999998381E+00  0.12425334251151457E+00  0.30334226675768267E+00  0.42759560926919726E+00 -0.25235237848186293E+00  0.34267131576339094E-01 -0.21808524690552383E+00
  0.69999999999997831E+00  0.12448371878437046E+00  0.29642090764280515E+00  0.42090462642717563E+00 -0.25544218725935924E+00  0.33356150882351186E-01 -0.22208603637700805E+00
  0.74999999999997280E+00  0.12473895424434951E+00  0.29034023357411393E+00  0.41507918781846342E+00 -0.25846187046479713E+00  0.32542800218285421E-01 -0.22591907024651170E+00
  0.79999999999996729E+00  0.12500148656766674E+00  0.28497252039130355E+00  0.40997400695897029E+00 -0.26136637591483741E+00  0.31811624152848106E-01 -0.22955475176198931E+00
  0.84999999999996179E+00  0.12525762033225857E+00  0.28021601212718339E+00  0.40547363245944196E+00 -0.26411672267895170E+00  0.31150690528934787E-01 -0.23296603215001691E+00
  0.89999999999995628E+00  0.12549686710568775E+00  0.27598784242356639E+00  0.40148470952925414E+00 -0.26668056621786423E+00  0.30550627702877628E-01 -0.23612993851498659E+00
  0.94999999999995077E+00  0.12571151138024642E+00  0.27221912347911176E+00  0.39793063485935820E+00 -0.26903288548299642E+00  0.30003928155964216E-01 -0.23902895732703219E+00
  0.99999999999994527E+00  0.12589626210419486E+00  0.26885155167886865E+00  0.39474781378306351E+00 -0.27115634107358566E+00  0.29504452875790486E-01 -0.24165188819779518E+00
  0.10499999999999399E+01  0.12604791897130224E+00  0.26583507601385475E+00  0.39188299498515700E+00 -0.27304112995788266E+00  0.29047084667055911E-01 -0.24399404529082674E+00
  0.10999999999999344E+01  0.12616503105478355E+00  0.26312629812316685E+00  0.38929132917795040E+00 -0.27468436570183713E+00  0.28627487532794912E-01 -0.24605687816904220E+00
  0.11499999999999289E+01  0.12624755341632146E+00  0.26068736064016879E+00  0.38693491405649028E+00 -0.27608912272159958E+00  0.28241938232373247E-01 -0.24784718448922632E+00
  0.11999999999999234E+01  0.12629651830829308E+00  0.25848514944084644E+00  0.38478166774913952E+00 -0.27726331123444048E+00  0.27887205249413408E-01 -0.24937610598502707E+00
  0.12499999999999178E+01  0.12631373721927402E+00  0.25649069036706079E+00  0.38280442758633482E+00 -0.27821852609239767E+00  0.27560458621871363E-01 -0.25065806747052632E+00
  0.12999999999999123E+01  0.12630154430503918E+00  0.25467866335430656E+00  0.38098020765934570E+00 -0.27896896881877709E+00  0.27259200475955737E-01 -0.25170976834282133E+00
  0.13499999999999068E+01  0.12626258512651359E+00  0.25302698764724274E+00  0.37928957277375630E+00 -0.27953049877636216E+00  0.26981210358120337E-01 -0.25254928841824181E+00
  0.13999999999999013E+01  0.12619964957074356E+00  0.25151645258839611E+00  0.37771610215913964E+00 -0.27991983707044904E+00  0.26724501857338216E-01 -0.25319533521311083E+00
  0.14499999999998958E+01  0.12611554477171044E+00  0.25013038145068089E+00  0.37624592622239134E+00 -0.28015392574564590E+00  0.26487288153394621E-01 -0.25366663759225128E+00
  0.14999999999998903E+01  0.12601300256615891E+00  0.24885432314050523E+00  0.37486732570666415E+00 -0.28024943334475894E+00  0.26267954624579183E-01 -0.25398147872017973E+00
  0.15499999999998848E+01  0.12589461569999039E+00  0.24767577022880341E+00  0.37357038592879377E+00 -0.28022239142963407E+00  0.26065036925760968E-01 -0.25415735450387311E+00
  0.15999999999998793E+01  0.12576279726218004E+00  0.24658390314308234E+00  0.37234670040526241E+00 -0.28008794379006374E+00  0.25877203206609301E-01 -0.25421074058345444E+00
  0.16499999999998738E+01  0.12561975826712002E+00  0.24556936050573158E+00  0.37118911877285160E+00 -0.27986018881189267E+00  0.25703239420232209E-01 -0.25415694939166045E+00
  0.16999999999998683E+01  0.12546749892562384E+00  0.24462403519820713E+00  0.37009153412383100E+00 -0.27955209601678460E+00  0.25542036943502721E-01 -0.25401005907328189E+00
  0.17499999999998628E+01  0.12530780977017950E+00  0.24374089516100728E+00  0.36904870493118680E+00 -0.27917547912644997E+00  0.25392581955717360E-01 -0.25378289717073260E+00
  0.17999999999998573E+01  0.12514227950672879E+00  0.24291382741612935E+00  0.36805610692285817E+00 -0.27874101039485233E+00  0.25253946188137623E-01 -0.25348706420671469E+00
  0.18499999999998518E+01  0.12497230712843702E+00  0.24213750341471324E+00  0.36710981054315028E+00 -0.27825826356340555E+00  0.25125278770784420E-01 -0.25313298479262114E+00
  0.18999999999998463E+01  0.12479911644843375E+00  0.24140726359292200E+00  0.36620638004135575E+00 -0.27773577547472111E+00  0.25005798980658939E-01 -0.25272997649406215E+00
  0.19499999999998407E+01  0.12462377172389079E+00  0.24071901894944750E+00  0.36534279067333830E+00 -0.27718111872212248E+00  0.24894789751595044E-01 -0.25228632897052744E+00
  0.19999999999998352E+01  0.12444719345846141E+00  0.24006916750769103E+00  0.36451636096615242E+00 -0.27660097965085673E+00  0.24791591848106771E-01 -0.25180938780274997E+00
  0.20499999999998519E+01  0.12427017378599334E+00  0.23945452365747300E+00  0.36372469744346636E+00 -0.27600123762545337E+00  0.24695598636399359E-01 -0.25130563898905400E+00
  0.20999999999998686E+01  0.12409339104580940E+00  0.23887225855046829E+00  0.36296564959627770E+00 -0.27538704258672059E+00  0.24606251405527767E-01 -0.25078079118119284E+00
  0.21499999999998853E+01  0.12391742332497316E+00  0.23831984992208310E+00  0.36223727324705624E+00 -0.27476288889671502E+00  0.24523035200963699E-01 -0.25023985369575130E+00
  0.21999999999999020E+01  0.12374276082216573E+00  0.23779503990928655E+00  0.36153780073145225E+00 -0.27413268410084046E+00  0.24445475133479992E-01 -0.24968720896736046E+00
  0.22499999999999187E+01  0.12356981698033179E+00  0.23729579961737657E+00  0.36086561659770833E+00 -0.27349981190274231E+00  0.24373133121443076E-01 -0.24912667878129924E+00
  0.22999999999999354E+01  0.12339893836129665E+00  0.23682029935288088E+00  0.36021923771417752E+00 -0.27286718902731510E+00  0.24305605017586555E-01 -0.24856158400972855E+00
  0.23499999999999521E+01  0.12323041329661372E+00  0.23636688358513927E+00  0.35959729688175301E+00 -0.27223731609127372E+00  0.24242518065210539E-01 -0.24799479802606317E+00
  0.23999999999999688E+01  0.12306447937594739E+00  0.23593404982812982E+00  0.35899852920407721E+00 -0.27161232284491610E+00  0.24183528625587009E-01 -0.24742879421932909E+00
  0.24499999999999855E+01  0.12290132986917104E+00  0.23552043075029655E+00  0.35842176061946762E+00 -0.27099400838398491E+00  0.24128320119125829E-01 -0.24686568826485908E+00
  0.25000000000000022E+01  0.12274111921447493E+00  0.23512477892702796E+00  0.35786589814150288E+00 -0.27038387702186067E+00  0.24076601128010543E-01 -0.24630727589385012E+00
  0.25500000000000189E+01  0.12258396770805305E+00  0.23474595374893689E+00  0.35732992145698994E+00 -0.26978317051155470E+00  0.24028103616793015E-01 -0.24575506689476168E+00
  0.26000000000000356E+01  0.12242996555479752E+00  0.23438291008964851E+00  0.35681287564444603E+00 -0.26919289731392410E+00  0.23982581238872543E-01 -0.24521031607505156E+00
  0.26500000000000523E+01  0.12227917641576541E+00  0.23403468841835534E+00  0.35631386483412075E+00 -0.26861385938022142E+00  0.23939807709574691E-01 -0.24467405167064674E+00
  0.27000000000000690E+01  0.12213164058373777E+00  0.23370040611291254E+00  0.35583204669665031E+00 -0.26804667690909156E+00  0.23899575238821483E-01 -0.24414710167027009E+00
  0.27500000000000857E+01  0.12198737786754379E+00  0.23337924978771388E+00  0.35536662765525767E+00 -0.26749181119734178E+00  0.23861693027021905E-01 -0.24363011817031988E+00
  0.28000000000001024E+01  0.12184639026556043E+00  0.23307046849615096E+00  0.35491685876171142E+00 -0.26694958578368322E+00  0.23825985835249121E-01 -0.24312359994843410E+00
  0.28500000000001191E+01  0.12170866444425460E+00  0.23277336770074283E+00  0.35448203214499741E+00 -0.26642020577427011E+00  0.23792292644649948E-01 -0.24262791312962018E+00
